https://twitter.com/memesdelussica/status/1242619182027587589|memesdelussica|1242619182027587589|2020-03-25T01:07:54.000Z|#111album gente o bolsonaro #gatoawards quarentou proibidao #pronunciamento União das nuvens #forabolsonaro atleta genocida willian bonner #RABAARWARDS hadson ferrari rajadão Eduardo Costa resfriadinho porno gay hetero galak porno hub a <MEDIA>|False|Apreciativo;Tulio Silva:Não_Apreciativo,josé:Indefinido,Vinícius:Apreciativo
https://twitter.com/luixfilh0/status/1402005926614274057|luixfilh0|1402005926614274057|2021-06-07T20:53:55.000Z|Lorde voltando com um dedo a menos para garantir a reeleição do Lula em 2022. EU ACREDITO <MEDIA>|False|Não_Apreciativo;Vinícius:Apreciativo,josé:Não_Apreciativo,thaisiga:Não_Apreciativo
https://twitter.com/in1shoot/status/1369057942092283905|in1shoot|1369057942092283905|2021-03-08T22:50:23.000Z|Lula pode até merecer? <MEDIA>|True|Não_Apreciativo;Vinícius:Indefinido,josé:Não_Apreciativo,thaisiga:Não_Apreciativo
https://twitter.com/GAMEBrasilOfic1/status/1085714039710322689|GAMEBrasilOfic1|1085714039710322689|2019-01-17T01:42:53.000Z|eu sou o novo lula -roubei-quer disse limpei todos os ossos é musgos da caverna . <MEDIA>|False|Não_Apreciativo;Vinícius:Não_Apreciativo,josé:Indefinido,thaisiga:Não_Apreciativo
https://twitter.com/batalhaespirit/status/1354128682051395586|batalhaespirit|1354128682051395586|2021-01-26T18:06:50.000Z|FESTA IMPEACHMENT DO BOLSONARO <LINK> <MEDIA>|False|Apreciativo;Tulio Silva:Não_Apreciativo,josé:Apreciativo,thaisiga:Apreciativo
https://twitter.com/andy_rodrigg/status/1402004961651662848|andy_rodrigg|1402004961651662848|2021-06-07T20:50:05.000Z|Magina Luppita, até vocês gados subalternos merecem descanso, ou é só o mito que merece descansar em barcos e churrascos regados a picanha milionária? Magina vocês merecem também, deixa não Luppi (lembra Lula rsrs) deixa não vocês também merecem descanso. <MEDIA>|True|Apreciativo;Tulio Silva:Apreciativo,josé:Não_Apreciativo,thaisiga:Apreciativo
https://twitter.com/atofalando/status/970716752433876993|atofalando|970716752433876993|2018-03-05T17:44:43.000Z|RT Os oito agentes da PF q fazem a segurança do Lula vão com ele pra cadeia!? #NãoReelejaNinguém <MEDIA>|False|Apreciativo;Tulio Silva:Indefinido,josé:Apreciativo,thaisiga:Apreciativo
https://twitter.com/marlon_caianelo/status/1303135374676553728|marlon_caianelo|1303135374676553728|2020-09-08T00:57:39.000Z|Gente, lula n pode ser candidato. Coloca o haddad <MEDIA>|True|Apreciativo;Andressa:Não_Apreciativo,josé:Apreciativo,thaisiga:Apreciativo
https://twitter.com/MARCOGUIMARAES/status/1371433328172273666|MARCOGUIMARAES|1371433328172273666|2021-03-15T12:09:20.000Z|Bolsonaro ironiza e escancara o verdadeiro motivo do "desespero" da "mídia do ódio" <LINK>|False|Não_Apreciativo;Andressa:Não_Apreciativo,josé:Apreciativo,thaisiga:Não_Apreciativo
https://twitter.com/akutagwaz/status/1398674540423790598|akutagwaz|1398674540423790598|2021-05-29T16:16:11.000Z|kkkkkkk oloco bolsonaro <MEDIA>|False|Não_Apreciativo;Andressa:Não_Apreciativo,josé:Apreciativo,thaisiga:Não_Apreciativo
