https://twitter.com/bolsoshelby/status/1259292224669376512|bolsoshelby|1259292224669376512|2020-05-10T01:20:37.000Z|Equino Lula livreeee...óóóóinnnn <MEDIA>|True|Não_Apreciativo;Vinícius:Não_Apreciativo,josé:Não_Apreciativo
https://twitter.com/wessnake/status/1223015314318864391|wessnake|1223015314318864391|2020-01-30T22:49:08.000Z|meu Jesus amado a mulher entrou em contato cmg pra faze orçamento e eu conversando com ela tranquilamente só depois percebi que tava com essa foto do lula molusco no perfil quero morreKKAKAKKKKKK <MEDIA>|False|Não_Apreciativo;Vinícius:Não_Apreciativo,josé:Não_Apreciativo
https://twitter.com/AmkProducer/status/1435357431538896907|AmkProducer|1435357431538896907|2021-09-07T21:40:53.000Z|Esse é o @ptbrasil de @dilmabr e @LulaOficial a única coisa que entenderam é desvio de verbas públicas 🤣 🤣 🤣 🤣 💩 💩 💩 <MEDIA>|False|Apreciativo;Vinícius:Apreciativo,josé:Apreciativo
https://twitter.com/BlogdoAmorim/status/1242617273120182272|BlogdoAmorim|1242617273120182272|2020-03-25T01:00:19.000Z|I M P O R T A N T E !!! O PRONUNCIAMENTO DO PRESIDENTE JAIR BOLSONARO À NAÇÃO EM REDE NACIONAL DE RÁDIO E TELEVISÃO. Vídeo e meu comentário: -->> <LINK> <MEDIA>|False|Não_Apreciativo;Vinícius:Não_Apreciativo,josé:Não_Apreciativo
https://twitter.com/spectroul/status/1398675615461646340|spectroul|1398675615461646340|2021-05-29T16:20:27.000Z|a juliette apoiando os protestos fora bolsonaro no instagram dela. o murro em quem tenta forçar ela como omissa. <MEDIA>|False|Não_Apreciativo;Vinícius:Não_Apreciativo,josé:Não_Apreciativo
https://twitter.com/nrlfilho/status/1017959322846887939|nrlfilho|1017959322846887939|2018-07-14T02:29:49.000Z|Sobre o fato do like de Eduardo Bolsonaro na foto de Lula ter virado notícia <MEDIA>|False|Não_Apreciativo;Vinícius:Não_Apreciativo,josé:Não_Apreciativo
https://twitter.com/TheInterceptBr/status/1427734075775852551|TheInterceptBr|1427734075775852551|2021-08-17T20:48:24.000Z|Nova visita de Eduardo Bolsonaro a Bannon escancarou: vai ter tumulto nas eleições de 2022 <LINK>|False|Não_Apreciativo;Vinícius:Não_Apreciativo,josé:Não_Apreciativo
https://twitter.com/EmidioDeSouza_/status/1438214216104792064|EmidioDeSouza_|1438214216104792064|2021-09-15T18:52:44.000Z|O povo não aguenta mais Bolsonaro. Já estão treinando o voto no 13 do @LulaOficial #Lula2022 <MEDIA>|False|Apreciativo;Tulio Silva:Apreciativo,josé:Apreciativo
https://twitter.com/vovomaluquinha/status/1006697190692139008|vovomaluquinha|1006697190692139008|2018-06-13T00:38:08.000Z|Simpatizante de Bolsonaro ,usa o nome de Jesus ,cita salmo,mistura tudo num caldeirão e ainda se acha! 😂 <MEDIA>|False|Não_Apreciativo;Tulio Silva:Não_Apreciativo,josé:Não_Apreciativo
https://twitter.com/alexwallas2/status/1369059821614489604|alexwallas2|1369059821614489604|2021-03-08T22:57:52.000Z|lula pleno, nadando nas lágrimas dos bolsominions <MEDIA>|False|Apreciativo;Tulio Silva:Apreciativo,josé:Apreciativo
https://twitter.com/ultimosegundo/status/1371435276812312577|ultimosegundo|1371435276812312577|2021-03-15T12:17:04.000Z|Jair Bolsonaro e Carlos participaram de esquema de 'rachadinha', revela site → <LINK> <MEDIA>|False|Não_Apreciativo;Tulio Silva:Não_Apreciativo,josé:Não_Apreciativo
https://twitter.com/conexaopolitica/status/1372268254974988290|conexaopolitica|1372268254974988290|2021-03-17T19:27:02.000Z|Maioria é contra impeachment de Bolsonaro, diz Datafolha|False|Não_Apreciativo;Tulio Silva:Não_Apreciativo,josé:Não_Apreciativo
https://twitter.com/grtvenus/status/1295191483767828480|grtvenus|1295191483767828480|2020-08-17T02:51:27.000Z|Conversa do antigo Facebook da Sara Winter falando que o Bolsonaro tava investindo nela. <MEDIA>|False|Não_Apreciativo;Tulio Silva:Não_Apreciativo,josé:Não_Apreciativo
https://twitter.com/JanayBand/status/1242619057226031106|JanayBand|1242619057226031106|2020-03-25T01:07:24.000Z|Fui caçar o vídeo do pronunciamento. Juro que nem consigo sentir raiva desse homem, só tenho vontade é de chorar. Bolsonaro vai contra TUDO, TUDO q os demais países e organizações mundiais tão falando. “Não ao confinamento “???? Tem problema mental!! <MEDIA>|False|Apreciativo;Tulio Silva:Apreciativo,josé:Apreciativo
https://twitter.com/ptribeirao/status/1427732823851556872|ptribeirao|1427732823851556872|2021-08-17T20:43:25.000Z|Maioria dos brasileiros acha que Bolsonaro tentará dar golpe - Núcleo Luciano Lepera Rede PT - <LINK> <MEDIA>|False|Não_Apreciativo;Tulio Silva:Não_Apreciativo,josé:Não_Apreciativo
https://twitter.com/marcostalhari/status/1017957527391297536|marcostalhari|1017957527391297536|2018-07-14T02:22:41.000Z|Retweeted PT Brasil ( @ptbrasil ): Brasil urgente, Lula presidente! @LulaOficial é candidato, sim! Por isso, se organize e participe da grande marcha no dia 15 de agosto! É dia de todos em Brasília! #LulaLivreJá #OBrasilFelizDeNovo <MEDIA>|False|Apreciativo;Tulio Silva:Apreciativo,josé:Apreciativo
https://twitter.com/LenhariRicardo/status/1237385571334381569|LenhariRicardo|1237385571334381569|2020-03-10T14:31:24.000Z|Só rindo, o governo Bolsonaro é um Fracasso total ... <MEDIA>|True|Apreciativo;Vinícius:Apreciativo,josé:Apreciativo
https://twitter.com/rosepaixao_on/status/1430058802192298021|rosepaixao_on|1430058802192298021|2021-08-24T06:46:02.000Z|L de Sonho que se chama Lula 🥰 🥰 🥰 🥰 🥰 🥰 🥰 🥰 <MEDIA>|False|Apreciativo;Vinícius:Apreciativo,josé:Apreciativo
https://twitter.com/AniracT/status/1369054146775707652|AniracT|1369054146775707652|2021-03-08T22:35:19.000Z|Aquele Boa noite .... @LulaOficial <MEDIA>|False|Não_Apreciativo;Vinícius:Não_Apreciativo,josé:Não_Apreciativo
https://twitter.com/palomaariston/status/1369055397630390275|palomaariston|1369055397630390275|2021-03-08T22:40:17.000Z|LULA PRESIDENTE!! <MEDIA>|False|Apreciativo;Vinícius:Apreciativo,josé:Apreciativo
